7,5,1.0,0.0,0.0,0
6,0,1.0,581.080081061174,1199485.3831289483,0
0,0,1.0,581.295653143593,1200059.5679270814,0
0,0,1.0,581.295653143593,1200059.5679270814,0
2,0,1.0,547.6069066180814,1117021.036847128,0
4,0,1.0,500.41886050359096,1005854.6750434536,0
0,0,1.0,496.2035740783258,997406.2478314324,0
2,0,1.0,473.5307026115513,947192.1118475108,0
0,0,1.0,474.80238548595975,949501.7777625661,0
0,0,1.0,475.12899910389984,950189.8402616906,0
0,0,1.0,475.4497566017166,950213.6163435816,0
0,0,1.0,474.424426902858,949029.6356834784,0
0,0,1.0,474.7109480626356,949494.9856700611,0
0,0,1.0,474.89421536745806,949949.9094817467,0
0,0,1.0,474.93995188311635,949953.305605037,0
0,0,1.0,474.7109480626356,949494.9856700611,0
0,0,1.0,474.5677118788158,949262.3423612784,0
0,0,1.0,474.98566183345827,949956.7016097655,0
1657,1655,0.0024154589371980675,0.0,0.0,1
632,632,0.0017482517482517483,0.0,0.0,1
662,662,0.0013559322033898306,0.0,0.0,1
660,660,0.00110803324099723,0.0,0.0,1
488,488,0.0009760858955588092,0.0,0.0,1
497,497,0.0008705114254624592,0.0,0.0,1
497,497,0.0007855459544383347,0.0,0.0,1
497,497,0.0007156915369475756,0.0,0.0,1
415,415,0.0006662225183211193,0.0,0.0,1
377,377,0.0006268609935746748,0.0,0.0,1
398,398,0.0005900575306092345,0.0,0.0,1
400,400,0.0005571806658308956,0.0,0.0,1
398,398,0.0005279134221987594,0.0,0.0,1
398,398,0.0005015673981191223,0.0,0.0,1
263,263,0.00048555474629764507,0.0,0.0,1
332,332,0.0004667444574095683,0.0,0.0,1
332,332,0.00044933722758930576,0.0,0.0,1
7,4,1.0,0.0,0.0,0
2,1,1.0,655.4100134376082,1425517.071518061,0
6,0,1.0,548.7398150447848,1118935.6313323188,0
0,0,1.0,549.0707834830818,1120001.4388601824,0
0,0,1.0,548.9884003658582,1119474.4012873499,0
2,0,1.0,520.5721051561125,1052759.6134614018,0
0,0,1.0,521.3791606562988,1054538.447807373,0
2,0,1.0,499.0412638314952,1002730.9998141774,0
0,0,1.0,496.5991959698571,998133.026648658,0
0,0,1.0,496.5570875301958,997896.1076565953,0
0,0,1.0,496.5570875301958,997896.1076565953,0
0,0,1.0,496.39429299463853,997884.0641869286,0
0,0,1.0,490.03571965311636,984859.0313906813,0
2,0,1.0,478.73775647392193,957536.8682745547,0
0,0,1.0,475.2209984506378,950196.646614135,0
0,0,1.0,474.430348168367,948810.8746748493,0
0,0,1.0,475.5986227902684,951109.746693049,0
0,0,1.0,475.1231308552386,949966.8836187811,0
7,5,0.6666666666666666,0.0,0.0,0
7,5,0.6666666666666666,0.0,0.0,0
